screen_name,text
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/ctvjEZqwaP"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/aN5Jy36scI"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/LbUuO6TQ3x"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/XBtaaW557Q"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/4MsePgJUsY"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/S8UVGNNNqE"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/Za8zBSIKY9"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/k3hbruho0a"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/CxALpBhOY2"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/HCvjc6CpPQ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/Nexb8xzhFd"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/gAN42rkVDG"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/u4wHrdH0qf"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/arvFOOcO3O"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/HCRw0S6k4S"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/KBwSKC7m01"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/PyJp71YOdH"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/F107BTErKO"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/I5P886JTv3"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/MFlKIqmXPU"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/kfgOBYEXVx"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/yyitdRktCr"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/FzDaOCoUOf"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/fSwxBxW6LN"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/bD9rv9Mk7e"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/WnxCxFomCt"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/RZsLqQE9T4"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/6wK4k8SCQJ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/oZPiMaMWEg"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/7oM40Ql44g"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/CKbAPiIv3V"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/KSyRaC7TKS"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/tG66ilaK9Z"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/r7zsnuEBrH"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/GA6IbgzUVp"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/hzpMmv2kAP"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/yKHUaThIPl"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/Bh94fYL7of"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/uvpLgzN5GQ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/9MYUi1riwt"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/OycELf61ty"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/PtJlk5Rhyi"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/MWsimk3WJv"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/dVSnSOCEEY"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/FafuRG6UZy"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/LB1K8kSsRh"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/nApvTW9kv2"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/vgR5OLv14O"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/PRmnOOl9Hg"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/9AMnCWyftF"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/y5kEWK9hMS"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/J2JSv2E683"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/L1kQkNd5IA"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/kMixOwicUE"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/kclCalsA38"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/UNmvoZaWkI"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/MCX9XO5eoV"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/WB3WhOlCii"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/KrlkqODt5j"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/xbHEJhzl45"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/AoA4eh4w5d"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/BuMRqZ8P53"
Nugroho_Hami,"[SALAH] “razia yang pakai masker scuba kena swab dan denda”

TIDAK ada pelarangan masker scuba di Bulak Rukem, Surabaya. Selama operasi berlangsung, TIDAK ada pemberlakuan denda ... https://t.co/xO1LAclbYp"
musosa1309,"Di masa pandemi kayak gini penting banget nih pake masker.

Untuk Bigetroopers yang pengen punya masker samaan sama @jeha_anais bisa beli di Tokopedia @bigetron_shop loh!
.
Buruan diserbu tokonya!
.
#bagus #gopay #redbullgold #xiaomi https://t.co/1MTVk9iTxv https://t.co/TKIGkQNjFh"
BangPitung_AJW,"Bagi detikers yang berkendara menggunakan mobil setiap harinya detikOto ingatkan agar terus menggunakan masker ya, itu juga berlaku untuk para penumpangnya, karena dapat didenda sampai Rp250 ribu!

#newnormal   https://t.co/XveVBhmB6O"
liputan6dotcom,Pabrik Es Krim di Mojokerto Beralih Produksi Masker untuk Dibagikan Gratis https://t.co/R5Lv4q9tY7
liputan6dotcom,"Setelah Masker, Brand Mewah Dunia Siap Rilis Pelindung Wajah https://t.co/p8aLdNz9BB"
liputan6dotcom,"Cegah Lonjakan COVID-19 dari Klaster Demo, IDI: Pendemo Pakai Masker di Rumah https://t.co/w8bqR5eS3j"
